specindices,specnames,weights
29,Baptisia_australis,0.06917949655621639
74,Eryngium_yuccifolium,0.45112491895518075
150,Potentilla_arguta,0.534614153729364
141,Penstemon_digitalis,0.4751467110693139
92,Helianthus_grosseserratus,0.3749210717873984
59,Dalea_purpurea,0.5174342248818343
156,Rosa_arkansana,0.3272660045064036
68,Echinacea_purpurea,0.4550313486507953
149,Polygonatum_biflorum,0.07290549293730254
9,Allium_stellatum,0.5305021752480472
7,Allium_canadense,0.06926845389040698
201,Symphyotrichum_oblongifolium,0.4309865832664586
210,Thalictrum_dasycarpum,0.45504479263189185
71,Elymus_trachycaulus,0.3367672650914697
180,Smilax_lasioneura,0.45257799667370946
146,Physostegia_angustifolia,0.4800357712403595
37,Camassia_scilloides,0.28922283478416233
170,Senna_marilandica,0.3971140894067113
43,Carex_crawfordii,0.5115563363700719
100,Hibiscus_lasiocarpos,0.48473750252885756
14,Anemone_virginiana,0.3444029980742963
188,Sorghastrum_nutans,0.5414911622801071
11,Andropogon_gerardii,0.5205304851998452
73,Elymus_virginicus,0.5130866662387658
98,Heracleum_maximum,0.3650514640010306
