specindices,specnames,weights
59,Dalea_purpurea,7.732540399158678
52,Chamaecrista_fasciculata,0.08122441161884413
157,Rosa_blanda,0.06731283751761016
18,Arnoglossum_atriplicifolium,0.0868481635116751
210,Thalictrum_dasycarpum,0.07141445004565562
129,Maianthemum_racemosum,0.06410892083907256
106,Impatiens_capensis,0.07324432278432456
37,Camassia_scilloides,0.07271974880919121
183,Solidago_nemoralis,0.11735221899491824
99,Heuchera_richardsonii,0.06795279865659216
212,Tradescantia_bracteata,0.07650673825564237
217,Tripsacum_dactyloides,0.06806207485449307
7,Allium_canadense,0.06523639462683492
70,Elymus_canadensis,0.5485464575048236
180,Smilax_lasioneura,0.06667460902587677
24,Asclepias_syriaca,0.09326753038087177
12,Anemone_canadensis,0.07217882725548708
108,Juncus_balticus,0.06393791493741983
74,Eryngium_yuccifolium,0.08313603933646874
149,Polygonatum_biflorum,0.06802572805103799
43,Carex_crawfordii,0.0793266771237384
214,Tradescantia_ohiensis,0.06882666964720116
100,Hibiscus_lasiocarpos,0.06543358389317486
77,Euphorbia_corollata,0.06284587294939283
140,Pedicularis_canadensis,0.08327661022097593
