specindices,specnames,weights
221,Verbesina_helianthoides,0.07309248770329499
33,Bouteloua_curtipendula,0.8579693988740218
222,Vernonia_fasciculata,0.06355843165707971
43,Carex_crawfordii,0.0635315480727135
29,Baptisia_australis,0.06327949996810574
193,Sporobolus_cryptandrus,0.8189333833819615
197,Symphyotrichum_laeve,0.11263985809708313
198,Symphyotrichum_lanceolatum,0.08149938386674593
100,Hibiscus_lasiocarpos,0.880052429140454
189,Spartina_pectinata,0.7290876242621296
218,Verbena_hastata,0.09407015164750349
8,Allium_cernuum,0.08898682026696107
138,Panicum_virgatum,0.6604636286027811
217,Tripsacum_dactyloides,0.9830781517591698
73,Elymus_virginicus,0.8108595095645793
108,Juncus_balticus,0.342076270608071
68,Echinacea_purpurea,0.9146517811849678
27,Astragalus_canadensis,0.06612746297342094
180,Smilax_lasioneura,0.06258168961002648
179,Sisyrinchium_campestre,0.3301707636955374
58,Dalea_candida,0.7969824532772372
210,Thalictrum_dasycarpum,0.06652142952902414
76,Eupatorium_purpureum,0.8351039714207585
10,Amorpha_canescens,0.07051791008009668
219,Verbena_stricta,0.1341639607562742
