specindices,specnames,weights
169,Senna_hebecarpa,0.5027664204472742
55,Coreopsis_palmata,0.43118668334334004
29,Baptisia_australis,0.49700293993725864
59,Dalea_purpurea,0.4302912289217708
40,Carex_bicknellii,0.4288665208173538
9,Allium_stellatum,0.37929765600107634
71,Elymus_trachycaulus,0.48708834170346044
68,Echinacea_purpurea,0.41934872562025216
150,Potentilla_arguta,0.4332211996557612
73,Elymus_virginicus,0.4920798014486921
149,Polygonatum_biflorum,0.42550777241140914
230,Zizia_aurea,0.06521865546370607
194,Sporobolus_heterolepis,0.4146513655564823
180,Smilax_lasioneura,0.39563850828691877
37,Camassia_scilloides,0.42525509157826624
191,Spiraea_tomentosa,0.4116747062494947
214,Tradescantia_ohiensis,0.22698466596228936
74,Eryngium_yuccifolium,0.46470278026771344
36,Callirhoe_triangulata,0.40737997818929544
82,Gaura_longiflora,0.4360720047428098
42,Carex_brevior,0.4169595125679806
139,Parthenium_integrifolium,0.41589247028640636
188,Sorghastrum_nutans,0.47581503261548447
104,Hypericum_punctatum,0.236490480495338
210,Thalictrum_dasycarpum,0.2806074574301662
