indiv,cost,phylo_dist,bloom,shannon,consval,grass_spec_frac,grass_weight_frac
1,1996.95521,82317.60143,29.64830093,15.64866741,62.70248414,0.16,0.148991008
2,713.3687907,81469.77515,27.89842311,2.58489454,93.38586912,0.12,0.020667354
3,345.4928989,83196.74368,25.0173822,14.4366587,51.3354486,0.36,0.637684526
4,2121.254608,92340.29347,24.28315797,16.4591776,58.18690116,0.16,0.227026882
5,1242.973073,88365.34107,16.91980403,24.69212734,64.71009129,0.32,0.321368728
6,2491.881323,64775.11172,24.91594645,16.73842768,98.34843686,0.04,0.090014193
7,2393.503126,83745.75902,20.83729737,24.95507343,69.61975286,0.28,0.281499092
8,637.6380253,86107.66146,27.8524037,10.77581059,25.87878389,0.24,0.559719032
9,2312.562245,34477.94537,25.96761738,19.39293112,90.08417153,0,0
10,2354.28935,42174.71807,25.56128202,20.07768399,89.57938797,0.04,0.072830317
11,577.1154136,86587.91905,27.47215481,12.4567187,29.8165742,0.24,0.508604783
12,1774.739407,64739.89123,26.37966561,17.68818215,88.26628996,0.08,0.085021204
13,823.7416108,81248.74705,28.04683724,3.874933096,91.47881514,0.12,0.044478208
14,1972.62943,44476.9847,26.71642041,19.06637332,87.24450182,0,0
15,2031.805121,65390.26505,23.79794123,22.19961119,84.26310673,0.12,0.144538461
16,1755.595747,90991.73036,23.91019745,15.46483137,52.3731993,0.2,0.283369
17,2087.610402,66419.36693,22.72892433,22.77755938,86.83380113,0.08,0.095530926
18,1921.751947,92069.9224,23.3383269,17.75132225,54.7239198,0.2,0.262904452
19,1440.933976,77473.76796,29.31988186,14.3018996,69.27100487,0.08,0.013938351
20,1217.875553,87956.70763,17.50303273,23.55690222,70.67750298,0.28,0.30121254
21,479.1687135,82879.82105,27.84398551,7.032626319,42.17378442,0.2,0.630253947
22,1276.082928,90221.16593,21.93126552,20.45453913,57.07164518,0.24,0.283177243
23,2409.897266,36459.87942,25.82616772,20.37057491,90.48340811,0,0
24,428.5861235,82512.96289,27.51817421,4.42431761,43.59786391,0.16,0.861493552
25,585.2443899,86889.10777,27.29792574,10.17403694,31.77237277,0.24,0.58135074
26,2049.499842,60628.13913,24.41076055,20.98095215,84.07801025,0.04,0.062891148
27,1107.062197,83999.41697,23.45456548,19.19819276,50.80539757,0.32,0.42833269
28,924.9572759,72850.05808,28.17750075,10.35278184,60.80138225,0.08,0.013175089
29,1368.95217,58214.27246,26.82573712,18.12018611,86.94155007,0,0
30,528.3958784,86303.65185,27.24545681,5.910843832,49.67114787,0.2,0.851402819
31,1300.010315,82037.52669,21.00442401,24.58771947,75.39746488,0.28,0.283203741
32,1510.953136,71916.89355,28.64723985,12.35627465,78.10538126,0.08,0.012834578
33,1894.189809,71320.71982,25.96403675,13.86467999,96.67000163,0.04,0.006436751
34,1271.517414,83835.70352,19.58881701,24.24130852,72.19224168,0.24,0.256464285
35,1979.446924,82317.60143,29.64830093,15.05877809,58.6040736,0.16,0.165117594
36,2021.541119,38169.08655,25.68450941,18.89872503,90.52045313,0,0
37,2098.886001,45428.80714,25.31733584,19.99173357,94.40988835,0.04,0.070664714
38,497.8139961,82159.4498,26.87533149,11.8152274,47.85531044,0.28,0.577967265
39,772.119339,81469.77515,27.89842311,3.400909133,90.61667176,0.12,0.021723731
40,1263.713552,87266.40734,17.77835437,24.74950115,66.46914662,0.32,0.317574982
41,361.8518281,82673.73933,25.64100089,13.77615674,51.84030808,0.36,0.703624231
42,2297.554656,51584.24291,25.08997425,19.99379988,95.10654092,0.04,0.071672122
43,1018.709476,84826.40736,19.39523621,23.63014869,69.09783468,0.32,0.318658718
44,2357.406148,71219.14579,25.5103904,15.36626108,97.26320858,0.08,0.104900465
45,2344.275075,40510.1519,25.56825115,20.61067096,92.04978572,0,0
46,1632.47738,81234.82385,29.08242546,12.77512082,62.7394251,0.16,0.154006707
47,2054.034183,71560.13567,26.49682909,17.38686513,87.40394602,0.08,0.063622395
48,2345.144824,37668.35265,25.66429694,20.01308185,92.21775798,0,0
49,2421.685347,72923.12473,28.65436714,16.05594452,79.85460806,0.08,0.044817193
50,1412.203435,56295.68944,25.77719364,16.14002468,89.72281514,0.08,0.104079611
51,1182.235381,87757.23479,17.26327465,24.24945752,68.20120174,0.32,0.328874789
52,1321.32929,89740.94194,18.88326239,23.60014404,61.7881992,0.24,0.242910603
53,913.5456061,84432.28469,28.49787053,9.570136485,67.93933188,0.16,0.08340895
54,1195.514634,88419.14912,17.97995949,23.58574503,65.91309007,0.32,0.339264652
55,2473.489372,53796.07128,25.04861953,20.82151789,90.62704667,0.04,0.047191837
56,1244.394823,73563.35013,27.82618565,8.850775935,91.01354218,0.08,0.013471433
57,604.1325403,83279.83396,27.25230358,11.85938821,33.57570876,0.28,0.607665444
58,436.4311695,81996.80853,26.93532412,10.73724418,40.37476221,0.24,0.696710011
59,381.4155904,83127.56405,25.88036477,12.06416947,47.15520134,0.32,0.635733879
60,564.8214596,81469.77515,27.89842311,4.39155959,72.90241608,0.12,0.433186227
61,1356.195977,88630.28536,18.17066505,24.31153941,65.23634416,0.28,0.289708471
62,598.2833306,85280.16805,27.63321572,9.093948479,49.32739936,0.2,0.372473621
63,459.440602,83101.36108,27.4226265,6.456172968,46.28721679,0.2,0.847009955
64,2126.992516,63634.54776,23.08932383,22.1232136,88.69355221,0.08,0.113945564
65,1119.255661,86647.51399,17.7154042,24.34904295,65.00689014,0.36,0.369621853
66,963.2500327,82778.94871,20.54836156,23.20265849,64.8153258,0.32,0.349990299
67,789.2900474,87789.12677,27.83003079,8.56911244,27.92523353,0.2,0.405018035
68,810.3514722,84410.67466,27.52705595,13.50546143,35.20382792,0.24,0.429562638
69,2186.151134,39383.87889,25.67869089,20.37556689,90.05177532,0,0
70,2367.618932,36459.87942,25.82616772,20.35089948,90.34347293,0,0
71,687.4689687,80123.50915,27.54941571,4.727543473,75.06748306,0.12,0.033103282
72,1537.384865,75718.66515,22.07513055,22.50552899,84.4476446,0.2,0.204766607
73,551.604999,85248.32569,27.85550954,9.081354932,36.05336994,0.2,0.550957055
74,492.7739348,83089.26442,27.36382708,6.843050342,46.67760603,0.2,0.823204796
75,756.8262741,80913.57532,25.38395568,16.33662172,59.79670921,0.24,0.369476531
76,395.3986547,84264.07002,26.54764581,7.417155503,44.83197143,0.28,0.871547669
77,744.1901021,83601.12267,27.36171507,10.50731218,45.71479365,0.12,0.223922442
78,474.6415203,84819.83869,27.25947181,9.330034431,40.97896172,0.28,0.844440803
79,1604.786314,70431.98198,26.08889778,13.5588421,89.53034388,0.04,0.006358056
80,2321.150579,61824.01906,25.02303878,18.75409738,92.53234523,0.04,0.076451073
81,492.4409027,82219.9934,27.18628386,7.27241731,55.36060796,0.16,0.2818849
82,624.1366502,86823.92039,26.63892173,12.68394747,39.41287773,0.2,0.369579844
83,2229.532163,54599.3895,25.47773316,18.98153805,93.36140819,0,0
84,1385.057641,87247.39715,20.69255682,24.16218808,71.37947252,0.24,0.262428264
85,517.2537964,83830.20379,27.59066691,4.614609908,44.37560266,0.16,0.849654215
86,720.3799672,87468.26166,27.70692517,11.09048689,27.16739301,0.24,0.550369886
87,2481.179187,67000.54362,25.1933992,16.87183648,97.76590345,0.04,0.089926212
88,2445.709065,74494.12406,26.65200289,16.18579299,86.25597835,0.08,0.065308314
89,649.2443077,86107.66146,27.8524037,10.90035779,26.57948363,0.24,0.531979064
90,2208.167198,52789.11406,26.75228837,18.67728458,90.18603036,0.04,0.012130486
91,806.1378833,80344.86069,27.5336141,5.095279996,71.93915865,0.12,0.044122183
92,954.2099651,85870.45129,18.33294271,23.6141789,64.36546591,0.36,0.362438584
93,1260.741057,87069.88988,20.37448087,23.76100035,65.41505658,0.28,0.295061329
94,2239.434322,41461.95406,25.71230049,19.74664989,91.26185893,0.04,0.073197356
95,2241.315616,40510.1519,25.56825115,20.28266514,91.84799289,0,0
96,450.0427804,84912.66396,26.70005486,9.383817318,37.19506428,0.2,0.526396078
97,410.6268785,84584.60701,27.076796,10.00273387,38.20852653,0.28,0.72806954
98,1573.873017,91246.76611,23.17387779,18.39574843,53.65617787,0.2,0.308515662
99,601.302556,85327.09923,27.62872695,11.8341443,28.86279738,0.28,0.614494729
100,2266.864174,62963.41625,25.89842311,16.96663389,91.49497845,0.04,0.015995385
101,1923.659172,70708.37102,27.46265188,15.13972606,82.23983928,0.12,0.114784627
102,520.8246117,84263.02707,27.85550954,6.065829351,38.80948072,0.2,0.493037136
103,2490.751078,67461.73565,28.42727751,14.95563392,85.112525,0.08,0.012917405
104,1757.740315,49469.73907,25.2204078,21.08880641,83.7688615,0.04,0.056701833
105,1559.166438,78378.82558,26.84846899,14.15268563,78.8242001,0.08,0.016200949
106,1850.613867,83013.3685,21.20110576,23.30464792,78.94633187,0.2,0.221215579
107,1159.142137,86590.83152,17.02921539,24.50402289,66.8582302,0.36,0.338241448
108,1366.973383,71705.35867,23.59701046,20.95985353,82.5002188,0.16,0.21188197
109,2348.384979,48848.63435,24.50153162,21.21567071,94.94406946,0.04,0.066538678
110,697.7002174,82993.58777,26.19820201,14.82351318,50.7616013,0.16,0.221807021
111,2164.070553,91902.06622,24.28315797,16.41070447,61.35294274,0.16,0.221957604
112,1786.825374,80570.208,29.38611373,15.83040572,65.73223731,0.12,0.101697854
113,890.9693543,80663.76728,28.47128351,8.014085311,70.29378587,0.08,0.013324466
114,1844.007802,81321.34623,28.34527923,14.79152239,74.45946906,0.08,0.056752435
115,1882.58593,90719.37533,23.31213658,18.54707735,59.51149919,0.24,0.344920782
116,1092.404924,87159.97357,19.78196834,22.64800028,61.86508848,0.28,0.307729807
117,1787.549629,68335.23234,26.662247,19.25935431,82.88955132,0.12,0.135318762
118,1899.146221,55137.50984,25.99547345,14.66676621,93.55521873,0.04,0.00643288
119,975.2914291,88237.6323,23.6531942,18.4274011,53.02591512,0.28,0.350950068
120,1099.88842,86754.2285,17.1160656,23.99388522,64.54446259,0.36,0.352457144
121,848.1709444,86411.54068,27.95802873,11.22152541,45.6521682,0.2,0.187354579
122,667.8872787,83489.07464,27.41646606,6.202647081,64.60096223,0.12,0.339563914
123,2006.331928,62476.39528,27.07882829,14.84426567,84.66057947,0.08,0.031808683
124,1052.688793,86149.45595,19.03760952,23.41746628,66.78501016,0.36,0.388173798
125,1927.538254,51010.98969,26.53642887,18.59403271,90.29630969,0,0
126,2358.857354,54206.63156,25.24131859,20.74729038,92.88594866,0,0
127,1934.019192,45974.46576,26.04423888,19.74260107,87.18193229,0.04,0.038059331
128,1907.745256,82134.81266,27.69095954,7.722146041,80.36680101,0.16,0.35780403
129,2038.462067,79049.54219,28.48590088,12.3254971,73.08033627,0.16,0.161395729
130,1072.701129,84471.92941,27.61963163,12.20404973,55.71372417,0.24,0.404502451
131,1129.738754,88781.20876,21.32765217,21.14956312,67.40065091,0.24,0.268559589
132,1449.202939,85438.89338,28.2412427,6.559836031,70.01339718,0.2,0.351025614
133,1700.274777,66739.67134,24.00712851,21.03239435,81.45635296,0.16,0.184040526
134,1514.98046,85199.85447,19.22835219,23.65555038,72.87785842,0.24,0.263889522
135,421.6609484,84112.32705,27.37058868,8.891077751,36.7699553,0.24,0.686018254
136,1754.503275,75974.90861,27.38486481,11.40109882,80.34458756,0.12,0.103002548
137,929.7058313,82810.51636,18.64024861,23.9937997,66.47146774,0.36,0.358273717
138,1208.396762,84464.43021,21.475129,21.37004253,70.91320296,0.32,0.302852407
139,498.5461308,82563.90398,27.47166714,5.530151258,45.42022775,0.16,0.792976706
140,2211.291671,77965.76408,21.80340416,22.51693615,84.93786377,0.12,0.128342895
141,897.6546752,84753.33342,21.65142874,21.98292048,59.79288531,0.36,0.410323348
142,993.5511891,86642.99118,20.0788283,23.49235483,61.97551558,0.32,0.346493476
143,1724.127084,61239.55199,25.45100884,20.82559588,83.28095866,0.08,0.117120255
144,1351.98565,88973.15107,22.94796325,20.34275264,56.63852913,0.28,0.276373697
145,524.7543094,86826.74092,27.40507828,7.614554473,35.49086956,0.24,0.854473211
146,583.285043,85944.0679,27.23114313,10.2188246,32.17992182,0.24,0.578542505
147,872.702196,83412.01925,27.21290898,13.07642652,65.75865495,0.16,0.231149611
148,1959.989993,69605.55192,22.76992527,22.65025939,82.68978465,0.12,0.141828265
149,486.9537755,85281.08325,26.97859078,9.950179337,47.55300805,0.2,0.534228823
150,2297.923941,39383.87889,25.67869089,20.67549148,90.59944234,0,0
151,1337.359587,76224.67689,28.96616721,13.93508649,72.08629579,0.08,0.013820581
152,607.6277293,84385.64546,27.73286864,10.94543798,41.55313483,0.16,0.388284804
153,1208.209848,86382.50655,19.00406291,24.09095941,68.71630414,0.32,0.335309447
154,1624.075095,51036.7925,25.06610013,21.39960987,81.73081956,0.04,0.062449765
155,642.0109588,86798.56499,27.63443247,11.27947777,27.41566038,0.24,0.541505147
156,1137.600817,86471.06032,18.68570854,22.40219452,67.88976986,0.28,0.331340667
157,1493.432505,68973.91395,27.85704957,18.43699973,79.0276597,0.08,0.037351193
158,1803.752948,72450.79407,26.46201278,16.43909234,88.49130748,0.08,0.188527294
159,1854.980168,80485.20511,27.58209591,12.82425871,77.494771,0.16,0.18362192
160,1957.492322,73755.42973,23.7235925,20.91078854,87.45379465,0.08,0.114931935
161,1094.93297,79738.11292,28.79099038,10.66982519,64.25152014,0.12,0.059897863
162,1397.449277,80090.28445,28.9465169,15.0013278,67.78133494,0.12,0.059607162
163,573.1508051,80560.21783,27.1037523,5.691255195,66.61140797,0.16,0.381082845
164,1165.25083,88448.78503,19.82388278,23.09673721,64.96096151,0.32,0.345882726
165,1579.228671,69849.10023,28.64826485,16.47334339,74.60475507,0.04,0.006841905
166,1683.564516,82379.83204,28.19130814,8.194888522,78.00638938,0.12,0.0321119
167,1356.477522,72424.78776,27.10740675,11.56724514,76.12610378,0.08,0.013120323
168,1566.047234,75247.51092,25.9063227,17.92888175,83.2068003,0.08,0.157403245
169,1822.430136,88704.16324,21.08405418,22.24443766,66.56520129,0.2,0.187583139
170,816.4179838,81618.95488,28.26936804,8.591313325,56.65525655,0.12,0.2567248
171,1937.028978,90454.10272,24.07366892,17.70004348,57.80351198,0.16,0.201121288
172,1498.732327,74828.08797,26.23599504,19.86910038,75.34571851,0.12,0.106437532
173,1044.584429,88079.48464,25.3569919,16.66116986,65.72820701,0.2,0.275240221
174,603.246026,87496.72274,26.74816382,11.52674393,32.69345212,0.24,0.468963286
175,1179.214451,84960.47251,24.30349073,18.65432598,67.33461307,0.2,0.267923896
176,1283.809775,83393.09514,28.16245578,15.85033608,73.77670595,0.16,0.15354713
177,1306.535999,80461.55899,21.83000671,24.97422946,68.5604316,0.24,0.236977339
178,361.1020376,82348.0759,21.83467153,16.76810741,61.27988754,0.36,0.576403253
179,1626.335417,78109.08125,29.45790132,17.72478828,61.95350055,0.16,0.157742009
180,2466.168453,71368.92639,26.18727238,11.17175379,97.39875581,0.04,0.006466176
181,2316.469222,92651.33286,23.17887826,17.84307833,67.23219219,0.2,0.281509249
182,1718.042182,89516.15847,27.58057252,11.16477219,27.05301046,0.24,0.384887337
183,864.0718446,81855.64734,26.01927007,2.630642269,94.20530323,0.12,0.020055611
184,1621.302786,44140.80209,26.39913328,20.38273596,85.89964086,0,0
185,2494.133687,70792.5355,26.33474921,11.37373969,97.11228933,0.04,0.006464302
186,2451.357561,87093.76905,28.27808052,15.4918112,35.63751719,0.24,0.444415921
187,1862.145233,47050.09507,26.60605133,19.20393453,84.44245136,0,0
188,2052.925997,69753.58173,26.39801911,9.833260745,94.52098727,0.08,0.02005115
189,2307.949536,75756.45322,26.14702547,6.050721939,95.29687759,0.08,0.012704498
190,1534.018926,87273.16653,27.72192647,10.67278224,50.06259829,0.2,0.2113396
191,1007.744134,84003.82899,19.73954521,20.09748397,70.27708212,0.32,0.369124214
192,1126.257918,78725.16954,26.31037801,4.318751656,94.40958545,0.08,0.013189252
193,959.0380279,74354.39206,26.46486271,6.333940166,89.33153208,0.04,0.006735259
194,2428.310039,71819.33919,25.88868285,10.05907733,96.59852365,0.04,0.006273819
195,1824.002679,49853.96583,26.44347534,19.02211,86.77622048,0,0
196,1188.964582,88149.23505,24.39296797,12.66740062,62.57848465,0.32,0.516271676
197,1077.190278,82618.38136,18.60697837,22.98911195,71.32473641,0.32,0.326778699
198,1246.258455,87630.65898,27.84037838,12.84237814,30.72364072,0.28,0.563125175
199,1378.252992,88675.31798,27.8107922,11.7328834,28.4917269,0.24,0.489974889
200,1581.643014,48681.26912,26.25768362,21.58627184,84.94627877,0.04,0.057079066
201,1673.391531,53249.85944,26.97016375,17.30138908,83.88176752,0.04,0.087932136
202,566.3992026,86654.70164,26.07767302,11.83091784,54.47958831,0.2,0.497168937
203,496.4548216,81365.6911,21.42675601,18.44560869,58.62542561,0.4,0.613288678
204,1279.336911,88610.18223,27.72084331,12.14389292,32.51921606,0.28,0.46707778
205,1897.090098,76317.55693,26.20992997,7.170571777,92.38273224,0.12,0.03432102
206,2117.200584,90760.16083,23.7343509,18.53408119,75.15708641,0.12,0.204463013
207,1769.464063,75658.16915,29.08330045,18.29891403,63.08487261,0.2,0.235849022
208,1064.598174,82480.44079,20.3700391,24.57433054,70.98675602,0.32,0.321709156
209,954.5291889,72330.09281,26.25054228,5.14628425,93.89426384,0.04,0.006787119
210,2134.911855,89646.34984,27.1286501,14.54783157,43.0402269,0.2,0.367920027
211,658.4594366,88302.20483,25.93902679,10.42593007,53.64557124,0.24,0.538731007
212,1695.85085,60014.12171,24.88372702,22.49103847,81.07953118,0.08,0.091737832
213,2385.080158,86567.26047,28.42555735,15.06606214,45.21890902,0.2,0.32299113
214,1909.428163,80765.30127,28.50904464,18.72648971,61.85573151,0.16,0.215495858
215,843.7567163,88456.78557,26.11001285,14.35371054,48.34704661,0.24,0.454616055
216,2129.436377,68025.0503,27.56157043,16.84289507,83.9318544,0.08,0.0427689
217,2366.233586,67142.95461,26.26328372,13.42917507,90.67704982,0.04,0.006410761
218,746.2015935,87605.0815,26.19313123,10.89219597,33.37507879,0.28,0.770334517
219,1587.519553,54918.16193,24.20208139,21.73673166,84.69394473,0.04,0.050751006
220,904.1036394,72330.09281,26.25054228,4.811890108,94.18199947,0.04,0.007092516
221,1443.720594,68563.25308,21.21021208,23.64716526,79.53157939,0.12,0.114887223
222,2427.775418,68961.82327,26.77098498,14.46407312,87.58592444,0.04,0.111265818
223,416.5108413,83322.89155,21.87384356,15.26491807,58.61429053,0.32,0.601069621
224,1146.101043,66381.29879,24.34140372,21.23739941,77.21995775,0.12,0.168040705
225,806.5918528,80733.77757,24.78555,12.18333657,73.02999905,0.16,0.368809306
226,2090.549958,87014.66778,28.26541464,13.50201542,40.68093509,0.2,0.367852028
227,1579.732692,45617.51279,26.25768362,21.04221016,83.38706392,0.04,0.0631091
228,2029.167467,75233.6537,25.99533453,8.526030029,96.11234937,0.08,0.012571522
229,1599.625993,46278.92855,26.39913328,20.92426447,84.46019643,0.04,0.058635025
230,1411.084923,89151.54219,27.76627446,14.37062424,33.45682888,0.24,0.456572424
231,1563.077843,78091.40675,28.79113202,15.75645649,56.93815274,0.12,0.135667388
232,1434.699095,85017.27906,28.34034737,13.64713819,41.00010356,0.16,0.308523446
233,2349.923224,74820.74322,25.05004798,13.27664478,95.76792146,0.08,0.021228488
234,1250.719997,71230.76705,23.886104,19.92547675,72.05677509,0.2,0.225281517
235,454.7135559,83125.4969,22.08426231,15.34457216,60.17455447,0.28,0.512733791
236,1198.701225,84707.60712,20.74531123,24.30675202,71.28424182,0.28,0.270109545
237,534.879161,87429.63393,25.77908349,11.76007235,51.24989345,0.24,0.649649453
238,2165.497701,92306.55173,23.58950733,19.52354149,70.25305005,0.16,0.20083227
239,536.7872555,86790.81744,25.66345946,12.0304199,54.04676733,0.2,0.475922858
240,1091.924123,84986.19394,27.95180127,14.36387439,40.09787681,0.24,0.517316175
241,1217.694842,81395.47174,21.60912723,23.97662232,69.15058828,0.28,0.270629673
242,1617.635428,80383.69758,29.23318688,17.53716237,63.69113618,0.16,0.15228098
243,1853.263266,56959.10506,25.82259389,19.28804915,88.72355286,0.04,0.06751925
244,2018.307309,77276.48338,25.80015318,7.579403538,96.23928722,0.04,0.00658677
245,2288.423209,83102.03842,26.50309996,5.424546859,82.32111201,0.12,0.024179345
246,1089.586986,82966.43422,19.22928187,24.22702184,70.40450024,0.32,0.284568802
247,1185.198061,80937.24247,20.17899758,23.32729833,74.04414787,0.32,0.297032672
248,1662.131934,49511.70227,27.03673395,20.18596497,76.62445074,0.04,0.068314109
249,824.187314,81762.57261,25.49191856,9.604776952,71.20515649,0.16,0.309338563
250,1464.818027,85415.70161,28.17294501,11.65478666,28.18450951,0.2,0.47733285
251,1153.11892,85185.16854,21.10698672,19.65809619,72.33872347,0.28,0.371830654
252,686.4729838,85108.36233,26.00960267,14.83896791,44.28363174,0.28,0.434462766
253,923.4357742,85925.55288,26.33757756,12.4550344,55.77389007,0.2,0.514437112
254,757.8514585,88972.66625,26.6710776,11.41818378,38.18341437,0.24,0.526072208
255,2179.9836,66778.33139,26.53386617,13.78066403,91.4905573,0.04,0.006392476
256,1032.394462,76084.70885,26.65636172,3.134745529,92.62984898,0.08,0.014253391
257,1651.062627,63635.93584,28.07914394,17.76081111,73.35974567,0.04,0.030563527
258,941.5274341,86783.20287,25.68555711,17.96663187,53.24247911,0.28,0.337031811
259,385.4863435,82625.74517,22.03176125,15.16786971,59.77406328,0.32,0.589017708
260,379.3602684,83633.61488,21.74459326,16.20001994,60.69555674,0.36,0.609341621
261,1808.875003,65422.59452,25.76590862,16.46143641,83.40199126,0.08,0.091747695
262,2287.091575,70588.87569,26.37372346,12.41437007,93.41858831,0.08,0.019625319
263,1116.253526,76084.70885,26.65636172,3.577686444,92.09053623,0.08,0.01475941
264,1010.322379,84574.5303,22.80101543,16.63312325,59.56151929,0.28,0.478521093
265,1031.430445,78663.02226,26.21400169,3.306716131,92.7518869,0.08,0.013748569
266,1002.652296,79214.57094,25.533833,6.627380907,92.70720148,0.08,0.013006023
267,696.0042499,80207.78039,24.97608681,14.05126555,59.75768501,0.24,0.498618146
268,1212.353918,75394.5672,25.83900436,9.444973922,90.36258676,0.08,0.013255746
269,1363.189301,84069.42777,19.88607592,23.80891661,75.97638122,0.32,0.308034565
270,2241.689529,91236.40558,25.42498904,14.15755613,67.60611607,0.16,0.279147587
271,1840.641943,78168.38199,29.34164306,17.59986681,58.29747844,0.16,0.180439896
272,1872.469985,86490.10077,27.91377422,12.99400413,49.16037423,0.16,0.20318717
273,1848.143864,89170.36565,26.78673463,16.23998219,45.7377756,0.2,0.239065175
274,1026.893867,89070.26044,26.95890873,11.28174904,31.57052944,0.24,0.497920292
275,1243.090636,84616.29023,27.17262868,14.67304528,44.70873659,0.32,0.558881186
276,1130.842548,83786.11104,21.06917274,24.53411237,70.60325733,0.28,0.293304329
277,1619.694801,53877.62194,27.01904409,20.26461303,77.82532053,0.08,0.046878481
278,1232.827878,69597.73225,24.68094339,14.66279282,80.23336039,0.08,0.151147447
279,1875.20478,70225.97745,27.82055211,17.46176865,78.42999248,0.08,0.039024809
280,633.5675776,83972.59642,22.15250877,18.41613254,63.38880159,0.32,0.512700871
281,1165.475316,84752.23315,28.05964133,15.49862176,39.03187078,0.28,0.518852413
282,1749.390978,60509.79721,26.27653724,17.17087576,87.85013095,0.04,0.080058765
283,822.5331849,74898.08551,26.27797279,6.924024736,81.05200607,0.04,0.008065603
284,1595.922978,63164.47551,26.63481656,17.37338614,82.8086994,0.04,0.007914264
285,1357.792688,56383.1413,25.67204133,21.00754398,81.20760959,0.08,0.110204955
286,1344.524835,82013.28349,25.02921998,8.083531797,83.1131549,0.12,0.239448507
287,1553.059592,60892.35469,26.82287159,18.67410006,82.25476304,0.12,0.145823981
288,2336.351883,62180.43856,27.40218235,16.0629063,86.0246044,0,0
289,1355.234172,83440.07726,18.18194577,24.13656987,74.20642683,0.32,0.297762997
290,925.1728858,86786.27257,26.8291598,11.65627669,46.70076382,0.24,0.505400722
291,451.5072201,83714.22631,21.81560763,17.12314059,59.2351176,0.36,0.596977477
292,997.4701238,77765.11165,26.53538665,8.152613183,88.42002212,0.12,0.021445506
293,667.4502912,82211.33125,22.54216156,15.85638968,69.37500689,0.24,0.425955359
294,1803.227257,52306.67197,26.85444548,18.58747361,86.78206738,0,0
295,2354.579089,91932.70727,25.04862824,15.32846051,65.17742139,0.2,0.33712453
296,1808.785966,75939.46672,28.94806563,18.21505191,69.95674109,0.2,0.221223797
297,2177.218379,91621.33354,24.59605938,15.94589037,64.01459425,0.2,0.332036149
298,1114.113814,85041.16645,20.30717758,22.80566544,72.74667097,0.28,0.28824532
299,777.4644467,84871.21245,26.70273544,13.47496049,53.83545858,0.24,0.469711742
300,722.9317576,82159.10103,23.81276694,15.95914369,64.70585966,0.24,0.443272972
301,1482.559517,68017.72218,24.44684765,21.42727358,80.70722996,0.12,0.118391352
302,607.4200953,84006.70151,22.29195539,18.13714637,57.71014082,0.28,0.453091009
303,737.8604821,84354.15409,22.71272187,17.77032335,63.03367177,0.28,0.391680547
304,610.53925,85306.93623,21.53929274,15.589237,60.93348742,0.32,0.507400792
305,1845.510504,54589.2107,26.69034428,18.52127866,85.41168016,0.04,0.006839591
306,1874.370021,87927.76091,28.02759864,14.95074085,39.11068389,0.24,0.420301641
307,1924.15225,55705.01874,26.69695991,15.1211465,89.01277694,0.04,0.009064869
308,1753.877108,44627.4786,26.47472537,19.90178022,85.33163909,0,0
309,1041.29206,82349.03733,23.97440193,18.86312323,68.08836858,0.2,0.198197259
310,2402.370556,73226.78589,26.47619887,10.28614733,91.8155381,0.08,0.012963584
311,439.4250635,84404.17719,21.94084042,16.58143727,61.87861803,0.32,0.515554436
312,1014.784743,85627.22149,24.05052596,16.22265842,56.40076236,0.32,0.526599952
313,1197.31742,80491.92606,27.745824,10.00349346,59.41895988,0.12,0.279445781
314,1376.883171,64302.47843,24.29090852,21.60164221,78.95061157,0.12,0.132994708
315,1966.164429,59378.25221,26.95745912,15.20254165,89.18028837,0.04,0.009057465
316,1991.375339,64946.3751,26.17559196,17.74343466,88.49081719,0.04,0.072033751
317,816.763353,83501.59443,20.93008202,16.15918406,64.53289983,0.32,0.508510758
318,1572.557939,59604.53667,26.78548505,13.81989325,87.08250614,0,0
319,1458.489034,76654.45851,22.26543431,23.40094275,77.3319268,0.12,0.113932646
320,1793.345362,90294.70357,23.78783105,18.60917944,71.3738459,0.16,0.256088239
321,2235.039759,90885.50775,25.18143953,13.37873531,68.4128792,0.16,0.299866378
322,1736.616489,79620.02609,22.98465322,22.68603108,75.82997386,0.24,0.274410104
323,437.2392757,81219.02353,22.6175766,16.22491284,56.78132354,0.36,0.592302518
324,1361.335606,86075.4829,20.14880583,23.5706813,75.39670668,0.28,0.2715004
325,1441.18352,69427.96407,24.73248671,20.11937745,78.70173032,0.12,0.151489804
326,1924.952808,89208.54248,26.03215098,18.0716587,68.31077543,0.16,0.241153253
327,2082.169168,71359.55569,26.59145332,14.24290007,84.53710567,0.08,0.013053969
328,1611.577442,83516.65892,23.20719851,21.37313604,74.72082838,0.2,0.213202094
329,1303.492743,62890.10183,26.4206488,15.13938178,83.72849871,0.08,0.056621837
330,1048.13382,82547.53833,20.66544722,21.98350654,69.06200806,0.28,0.302168681
331,1783.397536,72629.91312,28.1574184,16.37909986,72.86464002,0.12,0.120640507
332,898.9115985,88708.6243,26.16261271,12.87630954,42.78717635,0.28,0.514331987
333,874.4434418,84610.16513,26.06656906,7.732361153,64.4090097,0.2,0.415222253
334,1953.085998,73392.0755,26.31551167,11.48857647,86.29919977,0.08,0.014830057
335,1904.851424,89977.55895,22.92393716,19.96495153,66.64874674,0.28,0.334012055
